,0
0,0.7478070175438597
1,0.8119469026548672
2,0.8539823008849557
3,0.8805309734513275
4,0.8938053097345132
5,0.9026548672566371
6,0.911504424778761
7,0.8960176991150443
8,0.8893805309734514
9,0.9269911504424779
10,0.9026548672566371
11,0.9137168141592921
12,0.9137168141592921
13,0.922566371681416
14,0.922566371681416
15,0.9203539823008849
16,0.9269911504424779
17,0.9203539823008849
18,0.918141592920354
19,0.9424778761061947
20,0.9203539823008849
21,0.9358407079646017
22,0.9269911504424779
23,0.9269911504424779
24,0.9469026548672567
25,0.922566371681416
26,0.9314159292035398
27,0.9380530973451328
28,0.9314159292035398
29,0.9314159292035398
30,0.9292035398230089
31,0.9358407079646017
32,0.9203539823008849
33,0.9380530973451328
34,0.9247787610619469
35,0.9358407079646017
36,0.9336283185840708
37,0.9446902654867256
38,0.9402654867256637
39,0.9292035398230089
40,0.9402654867256637
41,0.9380530973451328
42,0.9314159292035398
43,0.9402654867256637
44,0.9424778761061947
45,0.9314159292035398
46,0.9247787610619469
47,0.9469026548672567
48,0.9314159292035398
49,0.9380530973451328
50,0.9358407079646017
51,0.9247787610619469
52,0.9380530973451328
53,0.9358407079646017
54,0.9314159292035398
55,0.9292035398230089
56,0.9358407079646017
57,0.9424778761061947
58,0.9247787610619469
59,0.9336283185840708
60,0.9380530973451328
61,0.9247787610619469
62,0.9446902654867256
63,0.9247787610619469
64,0.9380530973451328
65,0.9380530973451328
66,0.9292035398230089
67,0.9336283185840708
